date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr,
02/22/2021,Conditioning,"45-30-15 reps for time:• Row or AirBike (calories)• Front Rack Walking Lunges 75/55#• Dead Hang Hold (sec)For each round of dead hang holds, accumulate the total number of seconds from the dead hang (bottom of pull-up) position.",600,10:00,Time,,"[{""mins"":10,""secs"":0}]",45 cals bike 4:4530 banded lunges w/ 2X 65# bands:45 Dead hang += cathartic hanging from rings counting swings listening to #DestroyEverything,SCALED,,
02/22/2021,Bench Press 3x3,Bench Press for load: #1: 3 reps @ 65% #2: 3 reps @ 75% #3: 3 reps @ 85%,205,205,Load,Bench Press,"[{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true}]",Sets 1&2 @Str8W8, Set 3 @170+35#  chains,RX,
02/22/2021,Power Clean 5x3,Power Clean for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps,230,230,Load,Power Clean,"[{""load"":135,""success"":true},{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":215,""success"":true},{""load"":230,""success"":true}]",Set #5 could only muster 3X Clean Pulls @94% 3RM, 3x@87% felt like RPE9 today => need a deload,RX,
02/23/2021,Pendlay Row,Banded Pendlay Rows: 3x15 @ 30%+20% T1RM BP*30% Bar + 20% Band Tension,125,125,Load,,"[{""load"":125,""success"":true},{""load"":125,""success"":true},{""load"":95,""success"":true}]",2x75 += 50# bands1x95 back-off set != bands,RX,,
02/23/2021,Conditioning,"5 rounds for max reps:• 2 min: 200m Row or 10-cal Bike + Max Wall Balls 20/14#• 2 min: RestIn 2 min, row 200 meters or Bike 10 cals as fast as you can, then complete as many WBs as possible in the remaining time. Then, rest for 2 min. Repeat for a total of 5 rounds. Score is total number of WB reps.",88,88,Reps,,"[{""reps"":10},{""reps"":13},{""reps"":20},{""reps"":20},{""reps"":25}]","Bike 10 Cals @0:53/1:05/0:52/0:49/0:32Flushed lactate @Rd3 had 100+ in me, need to #Recovery 10-mins before #Throwdown",RX,,
02/23/2021,Warm-up,2 rounds:• 150m Row or 8 cal Bike• 15 Air Squats3 rounds:• 30 sec Box Stretch Right• 30 sec Box Stretch Left• 30 sec Couch Stretch Right• 30 sec Couch Stretch Left2 rounds:• 10 Jumping Jacks• 10 Romanian Deadlifts 45/35#• 10 Barbell Thrusters 45/35#,600,10:00,Time,,"[{""mins"":4,""secs"":0},{""mins"":2,""secs"":0},{""mins"":4,""secs"":0}]","RDLs off 2"" @45/65 Thrusters same loading, only did 1X Rd stretches",RX,,
02/23/2021,Good Morning,"3x15 Banded Good Mornings @30%+20% T1RM BS, rest 60 sec.*30% Bar + 20% Band Tension",160,160,Load,,"[{""load"":160,""success"":true},{""load"":160,""success"":true},{""load"":125,""success"":true}]",2x95 += 65# bands1x125 back-off set != bands,RX,,
02/23/2021,Core,21-15-9 reps:• Sit-up to Pike• Hollow Body Rocks,90,90,Reps,,"[{""reps"":42},{""reps"":30},{""reps"":18}]",21s @1:5015s @1:209s @0:50,RX,,
02/24/2021,Chin-ups,"Chin-ups (Strict, banded) 3x15 *Use band pegs or check notes for more ""fun"" variations.",30,30,Load,,"[{""load"":30,""success"":true},{""load"":30,""success"":true},{""load"":30,""success"":true}]",5+5+5 @BW+30# bands8+3+2+2 @BW+30# bands10+5 @BW+30# bands,RX,,
02/24/2021,Shoulder Press 8x3,Shoulder Press for load: #1: 3 reps @ 60% #2: 3 reps @ 65% #3: 3 reps @ 70% #4: 3 reps @ 70% #5: 3 reps @ 75% #6: 3 reps @ 75% #7: 3 reps @ 80% #8: 3 reps @ 80%,127,127,Load,Shoulder Press,"[{""load"":95,""success"":true},{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":115,""success"":true},{""load"":115,""success"":true},{""load"":115,""success"":true},{""load"":125,""success"":true},{""load"":127,""success"":true}]",18X 70-85% last 2X sets @RPE8.5 80-85% => 95+35# chains 97+35# chains,RX,,
02/24/2021,GPP,"1000 Meter Sledpull Powerwalk @1/2 BW on sled*Every break perform a Handstand Walk (Max UB Distance. 3 Attempts.)** If No sled, do this (but still do the HSW b/t rounds):4 Rounds of:25 Band Resisted KBS15 OH KB Hollow Rocks (or Hollow Rocks)10 KB Rows ea.20:00 Cap on all of this work. HSW distance to notes.",1140,19:00,Time,,"[{""mins"":19,""secs"":0}]",@250m splits: 5:00*/5:00/5:00/4:002X #Driveway500 w/ 2X HSW marks after each 500m segment => 10 on uneven pavement 30 @10° decline*Tried to be a hero (fail) w/ 25# plate IAT 80# #UltimateSandbag + 20# #DIYSled -= dropped the plate @200m & finished NFT w/ 4X 50m pinch-grip plate carries.,RX,,
02/24/2021,Warm-up,• 200 Single Unders3 rounds:• 30 sec Downward Facing Dog• 30 sec Upward Facing Dog• 30 sec Pigeon Pose Right• 30 sec Pigeon Pose Left3 rounds:• 5X-Band Steps each Left/Right• 10 Band-only Thrusters 50/30#,600,10:00,Time,,"[{""mins"":2,""secs"":0},{""mins"":5,""secs"":0},{""mins"":3,""secs"":0}]",50# bandwork,RX,,
02/25/2021,Warm-up,For Time:1) 25 Cals Row/Bike or 400m Jog2) 50 Double-Unders3) 10 Toes-to-Bar*Note: Try to beat your warm-up time for each interval of today’s METCON.,300,5:00,Time,,"[{""mins"":2,""secs"":30},{""mins"":1,""secs"":0},{""mins"":1,""secs"":30}]",400m jog + 30/20 SU/DU + 10 TTRings,RX,,
02/25/2021,Plyo Push-ups,Plyo Push-ups to a plate: 3x15 @ BW+Note: Increase RFD by adding plate(s) and/or wearing vest.,12,12,Inches,,"[{""reps"":2},{""reps"":4},{""reps"":12}]","1) 15X UB to 15# plates ~= 2""2) 5X20# vest + 10X unloaded* to 4"" parallets*miss-rep on 7X ripped forearm & faceplanted WTF 😒3) 3X5 unloaded to 12"" ottomans => #PlyoPushupPR",RX,,
02/25/2021,Core,3 rounds:• 10 Ab-Mat Sit-ups• 20 Mountain Climbers,60,60,Reps,,"[{""reps"":20},{""reps"":20},{""reps"":20}]","2x30 => 30 UB Ab-Mat sit-ups in 1:00 as warm-up, then migrated outside for 30X 🪓 20:00 Total Time #MonsterMaul #HardwoodPaysOff",SCALED,,
02/25/2021,Conditioning,"5 RFT:400m Row/20-Cal Bike40 Double-unders9 V-Ups*2:00 RestL2: 20 Double-undersL1: 300m Row, Singles*23:00 Cap",1380,23:00,Time,,"[{""mins"":6,""secs"":30},{""mins"":8,""secs"":0},{""mins"":6,""secs"":30},{""mins"":2,""secs"":0}]",20-cal bike/Single-unders/V-Ups*Rd2 music died lost batteryT 00:30:31 Total time + warm-up112bpm 239kcal112 Avg 145 max>144 00:00:23>130 00:04:12<130 00:16:20<100 00:07:54,SCALED,,
02/26/2021,Open 15.1a,"In 6 minutes, establish a 1 RM Clean & Jerk.",235,235,Load,,"[{""load"":235,""success"":true}]","Split Jerk, had 255# goal weight on bar @4:00 but didnt commit only hi-pulled it (fail). Reps: 135✓, 205✓, (255), 235✓*235# went up easy @88% 1RM, should have hit += 90% if I had my shit together. 😠",RX,PR,
02/26/2021,Power Snatch 5x3,Power Snatch for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps,170,170,Load,Power Snatch,"[{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":170,""success"":true},{""load"":135,""success"":true}]","Felt good, no back mobility/pain issues #Raw",RX,,
02/26/2021,High Bar Back Squat 3x3,High Bar Back Squat for load: #1: 3 reps @ 65% #2: 3 reps @ 75% #3: 3 reps @ 85%,315,315,Load,High Bar Back Squat,"[{""load"":225,""success"":true},{""load"":275,""success"":true},{""load"":315,""success"":true}]",1) @Str8W8*2) @Str8W8*3) @280# + 35# Chains => hit != 🧨 😐All sets Raw & UB *=> w/ #BattleRattle,RX,,
02/26/2021,Warm-up,1) 30 Cal Row or 20 Cal Air Bike2) 2 rounds:• 10 Front-to-back Leg Swings /leg• 10 Side-to-side Leg Swings /leg• 10.10.10 Band Pull-aparts• 10 Band Good Mornings• 30 sec Downward Facing Dog w/ walk• 30 sec T-Spine Med Ball• 30 sec Pigeon Pose Right• 30 sec Pigeon Pose Left• 30 sec Couch Stretch Right• 30 sec Couch Stretch Left3) 2 rounds:• 30 sec handstand hold• 10 Band OHS,900,15:00,Time,,"[{""mins"":2,""secs"":30},{""mins"":10,""secs"":0},{""mins"":2,""secs"":30}]",@convo pace bike, bar+30# bands OHS,RX,
02/26/2021,Open 15.1,AMRAP 9 minutes:• 15 Toes-to-Bar• 10 Deadlifts (115/75)• 5 Snatches (115/75),85,85,Reps,,"[{""reps"":85}]","***This entire WOD gets a #REDO***:cold bar -= grip issues TTB, #Ro3Kids distraction & phone doesnt work w/ gloves -= timer issues, wearing boots to keep feet from freezing on DL & PS += All reps UBTTB: 8+7/8+7/5+5+5**Compare to 15 Feb 17: 3 Rds + 5 TTB--Target 4x** (-10) 😠",RX,PR,
02/27/2021,GPP,"Follow your heart today.For example: Loaded Carries, #HardwoodPaysOff, Sandbag, TGUs, sled...something that gets you moving for quality for 20-30 minutes.*Wear a Heart-Rate Monitor if applicable & log your accomplishments.More ideas:1) https://www.t-nation.com/training/predator-conditioning2) https://www.t-nation.com/training/running-man3) https://www.t-nation.com/training/the-very-best-20-minute-workouts",5400,90:00:00,Time,,"[{""mins"":90,""secs"":0}]","30:00:25 cals bike1 Ring MU1 Snatch @1351 CJ @205, 1 Clean @255 96% (CNS no Jerk)*No belt for this work@finisher w/ 10 Ring Dips @MU heightFarmer carried saw & gear 35# ea arm 200m60:00:#JackdTheStihl => dropped an oak, bucked up oak & ash 50X rounds.Farmer carried saw & gear 35# ea arm 200m",RX,,
03/01/2021,Power Clean & Jerk 6x2,Power Clean & Jerk for load: #1: 2 reps @ 70% #2: 2 reps @ 70% #3: 2 reps @ 70% #4: 2 reps @ 75% #5: 2 reps @ 75% #6: 2 reps @ 75%,185,185,Load,Power Clean & Jerk,"[{""load"":165,""success"":true},{""load"":165,""success"":true},{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":185,""success"":true},{""load"":185,""success"":true}]",based on avg of reps across 15.1a += 3RM3x2x68% 3x2x75.5%*These got real OTM,RX,,
03/01/2021,Back Squat 5-3-2-1-8,Back Squat for load: #1: 5 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 1 rep @ 75% #5: 8 reps @ 80%,295,295,Load,Back Squat,"[{""load"":185,""success"":true},{""load"":225,""success"":true},{""load"":260,""success"":true},{""load"":280,""success"":true},{""load"":295,""success"":true}]",w/Chains sets 3/4 & Everything #RawUB unleashed @Omerta in veins set 5 => 10X +5# T1RM,RX,,
03/01/2021,Conditioning,"You pick 1X--score Max Distance:1a) 10 Minutes of Farmer Carry (AHAP)1b) 10 Minutes of Sled Pull/Push x (MODERATE)1c) 10 Minutes of Barbell Back Rack Carry (155, 105)1d) 10 Minutes of DBall Carry against stomach x Max Distance OR Sandbag*Finisher:10 Minutes of Easy Recovery i.e. bike, row, jog at a conversational pace.",300,300,Meters,,"[{""meters"":300}]",300m total += 50m of loaded carries @5X maple/ash rounds + 250m #GorillaCart drag back to woodshed #HardwoodPaysOff,RX,,
03/01/2021,Warm-up,• Reverse Tabata Air Bike i.e. :10/:20 WRC2 rounds:• 30 sec Pec Stretch w/ Band Right• 30 sec Pec Stretch w/ Band Left• 30 sec Side Lunge Hold Right• 30 sec Side Lunge Hold Left• 30 sec Couch Stretch Right• 30 sec Couch Stretch Left2 rounds:• 10 Band-only Good Mornings• 10 Band-only Overhead Squats,600,10:00,Time,,"[{""mins"":4,""secs"":0},{""mins"":5,""secs"":0},{""mins"":1,""secs"":0}]","23 cals bike, 65# bands all movements != OHS (50#)",RX,,
03/02/2021,Pendlay Row,Banded Pendlay Rows: 3x12 @ 35%+20% T1RM BP*35% Bar + 20% Band Tension,145,145,Load,,"[{""load"":145,""success"":true},{""load"":145,""success"":true},{""load"":145,""success"":true}]",95+50#,RX,,
03/02/2021,Warm-up,• 400 m Run3 rounds:• 10 Jumping Jacks• 10 Air Squats• 10 Burpees3 rounds:• 30 sec Samson Lunge Right• 30 sec Samson Lunge Left• 20 sec Pigeon Pose Right• 20 sec Pigeon Pose Left• 20 sec Downward Facing Dog• 20 sec Upward Facing Dog,480,8:00,Time,,"[{""mins"":4,""secs"":0},{""mins"":2,""secs"":0},{""mins"":2,""secs"":0}]",25 cal bike/2X/1X,SCALED,,
03/02/2021,Bench Press 5-3-2-1-8,Bench Press for load: #1: 5 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 1 rep @ 75% #5: 8 reps @ 80%,215,215,Load,Bench Press,"[{""load"":135,""success"":true},{""load"":160,""success"":true},{""load"":170,""success"":true},{""load"":215,""success"":true},{""load"":205,""success"":true}]",11X @205 += 10# increase to T1RM,RX,,
03/02/2021,Good Morning,"3x12 Banded Good Mornings @35%+20% T1RM BS, rest 60 sec.*35% Bar + 20% Band Tension",145,145,Load,,"[{""load"":145,""success"":true},{""load"":145,""success"":true},{""load"":145,""success"":true}]",95+50#,RX,,
03/02/2021,Conditioning,"3 Rounds of:1:00 Strict Pull-ups1:00 of Hollow Rocks1:00 Single Unders1:00 Wallballs (20, 14)1:00 TGUs (alternate arms)1:00 Rest (Log reps if you can remember)L1: (Ring Rows) (14, 10)",301,301,Reps,,"[{""reps"":87},{""reps"":92},{""reps"":122}]",5/5/5 strict pull-ups10/15/20 hollow rocks50/50/75 line hops20/20/20 1-arm band thrusters @10ea 30#2/2/2 @1ea DB TGU 20#,SCALED,,
03/03/2021,Chin-ups,"Chin-ups (Strict, banded) 3x12*Use band pegs or check notes for more ""fun"" variations.**If you hit 10+ UB reps increase your band tension or wear a vest.",30,30,Load,,"[{""load"":30,""success"":true},{""load"":30,""success"":true},{""load"":30,""success"":true}]",3x2x6@BW+30# on rings w/ band girth-hitched to 53# KB & OH,RX,,
03/03/2021,Plyo Push-ups,Plyo Push-ups to a plate: 3x12 @ BW+Note: Increase RFD by adding plate(s) and/or wearing vest.*Try to beat last weeks mark,6.5,6.5,Inches,,"[{""inches"":3},{""inches"":3.5},{""inches"":6.5}]",35# hi-temps / 45# hi-temps / 35+45# hi-temps*All wearing 20# vest,RX,,
03/03/2021,DE Box Jumps,Seated Dynamic Box Jumps: 10×3 OTM*Increase RFD by stacking plates and/or wearing a weighted vest**Score is average inches across all 10X sets.,27.8,27.8,Inches,,"[{""inches"":25.5},{""inches"":25.5},{""inches"":26},{""inches"":26},{""inches"":27.5},{""inches"":27.5},{""inches"":30},{""inches"":30},{""inches"":30},{""inches"":30}]","24"" box += 10+15+25# hi-temps off 13"" 2x35+45 hi-temps seat",RX,,
03/03/2021,Warm-up,• 200 Single Unders3 rounds:• 30 sec Downward Facing Dog• 30 sec Upward Facing Dog• 30 sec Pigeon Pose Right• 30 sec Pigeon Pose Left3 rounds:• 5X-Band Steps each Left/Right• 10 Band-only Thrusters 50/30#,480,8:00,Time,,"[{""mins"":1,""secs"":30},{""mins"":3,""secs"":0},{""mins"":3,""secs"":30}]",50# band,RX,,
03/03/2021,Wrenlee,"For total time:23 Box Jumps w/ step down @ 24/20""18 Power Clean @ 95/65lb.5 Strict PressThen...14 Loaded Burpee Box Jump w/ step down @ 20/14lb. vest & 24/20""12 Power Clean @ 135/95lb.5 Strict PressThen...Run 5k or Row 5k/Bike 250 cals*30:00 T/C*Score is distance completed either @T/C or under T/C--note time in notes.",2671.51,2671.51,Meters,,"[{""meters"":2671.511}]",1) 3:102) 10:103) 19:45 @1.66mi/2671.511m,RX,PR,
03/04/2021,Warm-up,For Time:1) 25 Cals Row/Bike or 400m Jog2) 100 Single-Unders3) 20 Ab-Mat Sit-ups4) 10 Banded Glute Bridges w/ 1-sec hold at extension,375,6:15,Time,,"[{""mins"":3,""secs"":45},{""mins"":0,""secs"":45},{""mins"":0,""secs"":45},{""mins"":1,""secs"":0}]",10x135# BB Glute Bridge w/ 1-sec pause,SCALED,,
03/04/2021,GPP,LISS (low-impact steady-state) wearing HRM.*heart-rate should not exceed 130 BPM.Examples of this include:a) 30-60 minute walk with a weighted vest or ankle weights.b) 30 minute light sledpull powerwalkc) Light loaded carry for up to 30 minutes,1800,30:00:00,Time,,"[{""mins"":30,""secs"":0}]",Prepared clover 🍀 #FoodPlots for frost seeding => drag & raked,RX,,
03/05/2021,Deadlift 3x3,Deadlift for load: #1: 3 reps @ 65% #2: 3 reps @ 75% #3: 3 reps @ 85%,345,345,Load,Deadlift,"[{""load"":275,""success"":true},{""load"":300,""success"":true},{""load"":345,""success"":true}]",#RawUB Good day when just moving PERCENTAGE loads & hitting a #3RM #FYeah,RX,,
03/05/2021,Barbara Ann-ish,"3 rounds, each for time:10-20-30 hand-release push-ups15-30-45 deadlifts (95/135 lb.)20-40-60 sit-ups25-50-75 double-unders*Rest precisely 2 minutes between rounds.",1140,19:00,Time,,"[{""mins"":2,""secs"":15},{""mins"":4,""secs"":30},{""mins"":12,""secs"":15}]","All HRPU & DUs UBRd1: All UBRd2: DLs sets 15X, Ab-Mat 20XRd3: DLs sets 15X, Ab-Mat 20X+sets 5X",RX,,
03/05/2021,Warm-up,1) 30 Cal Row or 20 Cal Air Bike2) 2 rounds:• 10 Front-to-back Leg Swings /leg• 10 Side-to-side Leg Swings /leg• 10 Band Pass-thru-to-OHS• 10 Band Good Mornings• 30 sec Downward Facing Dog w/ walk• 30 sec T-Spine Med Ball• 30 sec Pigeon Pose Right• 30 sec Pigeon Pose Left• 30 sec Couch Stretch Right• 30 sec Couch Stretch Left3) 2 rounds:• 30 sec handstand hold• 10 Band Air Squats• 10 Box Jumps w/ step-down,900,15:00,Time,,"[{""mins"":3,""secs"":30},{""mins"":10,""secs"":0},{""mins"":1,""secs"":30}]",":10/:20 bike, 50# band, 24"" box",RX,,
03/06/2021,GPP,"Follow your heart today.For example: Loaded Carries, #HardwoodPaysOff, Sandbag, TGUs, sled...something that gets you moving for quality for 20-30 minutes.*Wear a Heart-Rate Monitor if applicable & log your accomplishments.More ideas:1) https://www.t-nation.com/training/predator-conditioning2) https://www.t-nation.com/training/running-man3) https://www.t-nation.com/training/the-very-best-20-minute-workouts",600,10:00,Time,,"[{""mins"":10,""secs"":0}]","7:45 => 5x3 BMUs + 3 Burpees@Convo pace, ~1:15/Rd @BCANGB Track2:15 => #FlashDance w/ Megz & Kiddos",RX,,
03/08/2021,Deadlift 8+,#5: 8+ reps @ 80% NT1RM,10,10,Reps,,"[{""reps"":10}]","@320 #RPE9 was good @8X reps but #Wrenlee #Ro3Kid-2 was moving weight w/ me & she powered me up for 2X more reps*Had to adapt/overcome momma down/out #COVID19-2 shot, #Opal #Ro3Kid-3 😴 AM nap; METCON @convo pace PM nap.",RX,,
03/08/2021,Deadlift 5-3-2-1,Deadlift for load: #1: 5 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 1 rep @ 75%,300,300,Load,Deadlift,"[{""load"":225,""success"":true},{""load"":245,""success"":true},{""load"":275,""success"":true},{""load"":300,""success"":true}]",,RX,,
03/08/2021,Conditioning,"3 rounds for max reps:• 1 min Row/Bike calories• 1 min Push Press 75/55#• 1 min Row/Bike calories• 1 min Deficit Push-upsFor deficit push-ups, men use two 45# bumper plates, women use two 25# bumper plates to place hands on.",159,159,Reps,,"[{""reps"":39},{""reps"":45},{""reps"":75}]",8/10/8/10 @RPE612/10/13/10 @RPE717/20/11/27 @RPE9,RX,,
03/09/2021,Good Morning,"1xMax UB @35%+20% T1RM BS, rest 60 sec.*35% Bar + 20% Band Tension",10,10,Reps,,"[{""reps"":10}]",@125+50# bands => 35%+14% back tender from DLs Rx was 65# bands @125,SCALED,,
03/09/2021,Shoulder Press 5-3-2-1,Shoulder Press for load: #1: 5 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 1 rep @ 75%,120,120,Load,Shoulder Press,"[{""load"":80,""success"":true},{""load"":100,""success"":true},{""load"":115,""success"":true},{""load"":120,""success"":true}]",,RX,,
03/09/2021,Shoulder Press 8+,#5: 8+ reps @ 80% NT1RM,8,8,Reps,,"[{""reps"":8}]","130# @RPE9.5 Still my #WeakestLink fought thru sticking pts mid-way up reps 7-8, last rep felt like mix of rapture/rupture",RX,,
03/09/2021,Pendlay Row,1xMax UB @ 35%+20% T1RM BP*35% Bar + 20% Band Tension,15,15,Reps,,"[{""reps"":15}]",@95+50# band,RX,,
03/09/2021,Conditioning,10 min AMRAP:• 10 Hang Power Snatch 95/65#• 10 Bar-Facing BurpeesL1: (75/55),60,60,Reps,,"[{""reps"":60}]","started @convo pace, got loose then pulled trigger & finished last Rd UB in 2:00 @156+bpm += 13-ish beats/:05",RX,,
03/10/2021,Conditioning,For time:• 400 m Run• 15 Chin-ups @BW• 15 Plyo Push-ups 45/25#• 400 m Run• 12 Chin-ups• 12 Plyo Push-ups • 400 m Run• 9 Chin-ups• 9 Plyo Push-ups • 400 m Run,1440,24:00:00,Time,,"[{""mins"":24,""secs"":0}]","@24:00 Total time += w/:30+-sec transitions (shoes & gloves & bands);Chins w/ 2x50# bands to grease groove @Rd15, Rx@12&9; plyos Rx+@35+10# 4""; Runs @RPE5-6 for 3X 3:00 ea, last 400m #Str8Gas @RPE8-9 2:00*Performed this entire WOD @steady/convo pace <=130bpm until last set hit 144-150bpm sub-20:00 #TargetToKill",RX,,
03/10/2021,DE Box Jumps,Seated Dynamic Box Jumps: 15×1 every 30s.*Increase RFD by stacking plates to a challenging height. **Score is max height achieved.,41,41,Inches,,"[{""inches"":41}]","Started get real, maxd-out my setup given constraints off 13"" stacked 2x35+45 hi-temps to 30"" box + all my 10+15+25 hi-temps. Need to incorporate tire seat + plates to get += 1",RX,,
03/11/2021,GPP,LISS (low-impact steady-state) wearing HRM.*heart-rate should not exceed 130 BPM.Examples of this include:a) 30-60 minute walk with a weighted vest or ankle weights.b) 30 minute light sledpull powerwalkc) Light loaded carry for up to 30 minutes,2700,45:00:00,Time,,"[{""mins"":45,""secs"":0}]",Hand-raked clover 🍀 plots w/ landscape rake. Frost seeding this weekend! #PoormanPlot,RX,,
